"company_name","business_state","sic_code","phone_number","website","business_categories","business_city","business_country","business_zip_code","closed_on","opening_hours","closing_hours","latitude","longitude","location_type","year_established","avg_opening_hour","avg_closing_hour","business_street_name","description","services","links","estimated_annual_revenue","num_employees","review_count","reviews","owner","manta_link","url","company_id"
"Appliance Repair in Warren MI","Michigan","7629","586***133***","http://samsungrefrigeratorrepair.top/Warren-MI/","[""Electronics and Home Appliances"",""Electronic Repair"",""Electrical household appliance repair""]","Warren","United States","48093","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]",42.5069588,-82.97465989999999,"unknown",2004,"12:00 AM","12:00 AM","14500 Twelve Mile Rd","Appliance Repair Warren MI
We believe Appliance Repair Warren, MI is the #1 choice for appliance repair in Warren, MI. We stand by our service. Our office is in Warren and we will always attempt to accommodate same-day repair for homes in Warren, MI. We live here and want the absolute best for residents and the surrounding community. Each one of our experienced technicians can fix and troubleshoot all types of residential appliances. A polite, certified and experienced technician will come to your house. That is our guarantee to our customers! Appliance Repair Warren, MI specializes in professional appliance repair in Warren, MI. Our certified technicians can fix the most popular brands and all types of home appliances. Customers in Warren, MI can trust us to come to your home on schedule and receive the best service and immediate results. Why wait? You don’t have to go one more minute with a broken appliance in your house! Appliance Repair Warren, MI is available to repair most problems on standard types of refrigerators – includes industrial models, side-by-side and stand-alone. Our professional repairmen participate in on-going education to troubleshoot and repair cooling problems, broken ice makers, condensation issues, water puddles and leaks, lighting, digital panels, smart synchronization, and several other problems. Appliance Repair Warren, MI provides service for every type of issue on residential washing machines and dryers. Our technicians fix defects associated with vibration, agitation, grinding sounds, door closure, draining and other typical issues. You can rely on our repairmen to wrap up the job within the first appointment and to restore your appliance to its original condition. Appliance Repair Warren, MI provides dishwasher repair service in Warren, MI We diagnose and fix more dishwashers in a week than any other household appliance. That’s right! We can fix most types of problems that lead to unpleasant odors, cloudy glassware, loud sounds, agitation, draining problems, burning, dripping water and many more. Appliance Repair Warren, MI is trained in repairing ovens, stoves and ranges – includes industrial units for commercial establishments. Repairmen have professional tools and on-the-job training to repair burners, doors, control panels, heating coils and ventilation on electric and gas models. Our oven repair features a satisfaction guarantee on manufacturer parts and labor. Call 5863531339 now to speak to an appliance repair expert.","[""dryer repair service"",""microwave repair service"",""Appliance Repair"",""Appliance Parts store"",""Appliance Repair Service"",""Appliance Parts Supplier""]",,,,,,"Eri***da","https://www.manta.com/c/mkcvm5w/appliance-repair-in-warren-mi","https://www.manta.com/c/mkcvm5w/appliance-repair-in-warren-mi","mkcvm5w"
"Reed Luce","Pennsylvania","0212","814***257***","null","[""Agriculture"",""Beef Cattle, Except Feedlots"",""Livestock Producers""]","Rockwood","United States","15557",,,,39.965545,-79.193824,"Single Location",1998,,,"380 Cross Road","Categorized under Livestock Producers. Our records show it was established in 1998 and incorporated in Pennsylvania. Current estimates show this company has an annual revenue of 78812 and employs a staff of approximately 2.",,,"78812","2",,,"Ree***uce***","https://www.manta.com/c/mmflmt4/reed-luce","https://www.manta.com/c/mmflmt4/reed-luce","mmflmt4"
"Pagnotta Nick","Pennsylvania","2452","724***793***","null","[""Construction"",""Prefabricated Wood Buildings and Components"",""Prefab Buildings and Modular Home Builders""]","Hillsville","United States","16132",,,,41.0189688,-80.4983548,"Unknown",,,,"4812 West State Street","Categorized under Prefab Buildings and Modular Home Builders. Current estimates show this company has an annual revenue of $500,000 to $1 million and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,,"https://www.manta.com/c/mb8gdp8/pagnotta-nick","https://www.manta.com/c/mb8gdp8/pagnotta-nick","mb8gdp8"
"Camp Shane","New York","7033","914***414***","http://www.campshane.com","[""Travel & Leisure"",""Recreational Vehicle Parks and Campsites"",""Campgrounds""]","Croton On Hudson","United States","10520",,,,41.206732,-73.843751,"unknown",1968,,,"134 Teatown Road null","Categorized under Youth Camps. Our records show it was established in 1968 and incorporated in NY. Current estimates show this company has an annual revenue of 1200670 and employs a staff of approximately 9.",,,"1200670","9",,,"Dav***Ett***erg***","https://www.manta.com/c/mmzg0ph/camp-shane","https://www.manta.com/c/mmzg0ph/camp-shane","mmzg0ph"
"Amerifund Inc.","Arizona","6153","800***1-3***","http://www.amerifundinc.com","[""Financial"",""Short-Term Business Credit Institutions, Except Agricultural"",""Direct working capital financing""]","Scottsdale","United States","85260","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""CLOSED""]","[""CLOSED"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""CLOSED""]",33.6191678,-111.8737108,"unknown",,"8:00 AM","5:00 PM","14550 N. Frank Lloyd Wright Blvd. Suite 110","Amerifund provides equipment financing and working capital to companies across the U.S. for new or used equipment since 1995. Call us today!
We provide:
- Equipment Leasing
- Equipment Financing
- Equipment Loans
- Working Capital 
for most businesses new and old.

Contact us today - www.amerifundinc.com","[""lease financing"",""business working capital"",""new and used  equipment financing"",""fitness and gym equipment financing"",""construction equipment financing"",""salon and barber equipment financing"",""business equipment financing"",""automotive equipment finance leasing"",""printing equipment financing"",""uv printer equipment financing"",""new and used equipment financing"",""additive manufacturing equipment financing"",""business equipment loans"",""franchise financing"",""manufacturing equipment financing"",""packaging equipment financing"",""service truck equipment financing"",""drone equipment financing"",""audio visual equipment financing"",""food truck equipment financing"",""restaurant equipment financing"",""medspa equipment financing""]","{""facebook"":""http://www.facebook.com/amerifundinc/"",""twitter"":""https://www.twitter.com/amerifundinc""}",,"5 to 9",,,"Wad***asm***en","https://www.manta.com/c/mm4zwv6/amerifund-inc","https://www.manta.com/c/mm4zwv6/amerifund-inc","mm4zwv6"
"Rasco Mason Contractors","Illinois","1741","847***262***","http://rascomasonry.com/","[""Construction"",""Masonry, Stone Setting, and Other Stone Work"",""Bricklaying""]","Grayslake",,"60030",,,,42.3524,-88.0545,"unknown",1988,,,"400 South Curran Road","Categorized under Bricklaying. Our records show it was established in 1988 and incorporated in IL. Current estimates show this company has an annual revenue of 905022 and employs a staff of approximately 10.",,,"905022","10",,,"Mar*** Sc***ede***","https://www.manta.com/c/mm78cs9/rasco-mason-contractors","https://www.manta.com/c/mm78cs9/rasco-mason-contractors","mm78cs9"
"Rooster Builders, Inc","California","1521","858***089***","null","[""Construction"",""General Contractors-Single-Family Houses"",""Building Contractors""]","San Diego","United States","92127",,,,33.025006,-117.105171,"Single Location",2018,,,"17161 Alva Road Unit 1526","Categorized under Building Contractors. Our records show it was established in 2018 and incorporated in CA. Current estimates show this company has an annual revenue of 75195 and employs a staff of approximately 1.",,,"75195","1",,,"Rus***l T***or","https://www.manta.com/c/mhqssd1/rooster-builders-inc","https://www.manta.com/c/mhqssd1/rooster-builders-inc","mhqssd1"
"Alex Express Transport Inc","Florida","4789","786***110***","null","[""Car Rental"",""Transportation Services, NEC"",""Transportation""]","Miami","United States","33125",,,,25.7910613,-80.2398061,"Single Location",2011,,,"1750 Nw 27th Avenue Apartment 209","Categorized under Transportation. Our records show it was established in 2011 and incorporated in Florida. Current estimates show this company has an annual revenue of 140678 and employs a staff of approximately 2.",,,"140678","2",,,"Ale***hav***","https://www.manta.com/c/mby5g0m/alex-express-transport-inc","https://www.manta.com/c/mby5g0m/alex-express-transport-inc","mby5g0m"
"H&R Block","California","7291","916***816***","https://www.hrblock.com/local-tax-offices/california/citrus-heights/7700-sunrise-blvd-ste-2700/3522","[""Financial"",""Tax Return Preparation Services"",""Tax return preparation services""]","Citrus Heights","United States","95610","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""tuesday"":""true"",""wednesday"":false}","[""CLOSED"",""10:00"",""CLOSED"",""10:00"",""13:00"",""09:00"",""10:00""]","[""CLOSED"",""18:00"",""CLOSED"",""18:00"",""18:00"",""14:00"",""17:00""]",38.7061999,-121.2716834,"unknown",,"10:00","18:00","7700 Sunrise Boulevard # 2700","
H&R Block tax professionals know taxes and can handle your tax needs and maximize your refund. Set up an appointment in your local tax preparation office or work with your tax consultant from home. Whether you come in to your local Citrus Heights H&R Block office to work with your tax pro or drop off your documents and go, your well-being is our top priority. By deep cleaning offices, disinfecting high-touch areas after each appointment, and social distancing, we're doing our part to keep our communities safe. If you want to work with your tax pro from home - just call and ask to use our Digital Drop-Off service. You'll get an email from a tax pro with a link to upload your documents.",,"{""facebook"":""https://www.facebook.com/HRBlockSunriseBlvdCitrusHeightsCA/"",""twitter"":""https://www.twitter.com/hrblock""}",,,,,,"https://www.manta.com/c/m1wj8ym/h-r-block","https://www.manta.com/c/m1wj8ym/h-r-block","m1wj8ym"
"CVS Pharmacy","New Jersey","5912","973***440***","http://www.cvs.com","[""Shopping"",""Drug Stores and Proprietary Stores"",""Pharmacies""]","Mendham","United States","07945",,,,40.78335,-74.5855459,"unknown",,,,"88 East Main Street null","Categorized under Pharmacies. ",,,,,,,,"https://www.manta.com/c/mk275yg/cvs-pharmacy","https://www.manta.com/c/mk275yg/cvs-pharmacy","mk275yg"
"Lake Elmo MN Locksmith Store","Minnesota","7699","651***0-5***","http://www.LakeElmo.MN-Locksmith-Store.com","[""Consumer Services"",""Repair Shops"",""Locksmith shop""]","Lake Elmo","United States","55042","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""11:30 PM"",""11:30 PM"",""11:30 PM"",""11:30 PM"",""11:30 PM"",""11:30 PM"",""11:30 PM""]",45.00025549999999,-92.8828206,"unknown",,"12:00 AM","11:30 PM","11011 Stillwater Blvd N  (Suite: 612F)","Lake Elmo MN Locksmith Store provides a range of Locks and keys solutions for your Home, Business or vehicle at fair prices. Lake Elmo, MN Locksmith S
We are a Local Locksmith Company that provides Locksmith Services within Lake Elmo, MN Metro area. We offer Locksmith services 24 hours a day and 7 days a week to those in need of our assistance. Our services range from simple Lock repairs to high security Locks installations. Lake Elmo, MN Locksmith Service.","[""Locksmith"",""locksmiths' equipment and supplies"",""locksmith services""]",,,,4,"[{""date"":""2018-07-30T05:24:11.000Z"",""name"":""Alexandra S***h"",""rating"":3,""text"":""I can’t emphasize this enough: never trust an unknown locksmith. Before I found Lake Elmo MN Locksmith Store, I once hired a locksmith to make a copy of the key to the storeroom. Turns out, the locksmith had made another copy and sold it to an interested employee. I discovered this weeks later, when a few files went missing from the storeroom. Always trust a reputed locksmith, especially if you run a business in Lake Elmo, MN to minimize risk. I’ve been associated with Lake Elmo MN Locksmith Store for nearly five years and trust them with all my security related concerns. I can’t recommend them enough!""},{""date"":""2018-08-30T09:51:26.000Z"",""name"":""Susan S*****k"",""rating"":5,""text"":""Very pleased with the service! Lake Elmo MN Locksmith Store gave me no reason to complain. Arrived as per schedule, carried out the work in double quick time and honored the estimate they provided over the phone. I’ve hired countless other locksmiths in Lake Elmo but no one could come close to the level of service they provide!""},{""date"":""2018-05-30T09:17:03.000Z"",""name"":""Todd D**z"",""rating"":4,""text"":""Unbelievable! I got a new transponder key made in less than 100 bucks! From the dealer to other automotive locksmiths in Lake Elmo, MN, the quotes I received varied from $300 - $600. Wish I’d come across this incredible team of locksmiths earlier! Honest, friendly, professional and super affordable, I don’t think you can find any firm better than Lake Elmo MN Locksmith Store. Hire them, I totally recommend it. You can email them on LakeElmo@MN-Locksmith-Store.com for price quotes and see for yourself.""},{""date"":""2018-06-29T05:27:47.000Z"",""name"":""Rose W****n"",""rating"":4,""text"":""After a long day at work, the last thing I wanted was to be locked out of my own apartment. I tried retracing my steps to find my keys, but that didn’t work. Thankfully, I wasn’t locked out for long because Lake Elmo MN Locksmith Store came to my rescue within fifteen minutes of calling their helpline 651-300-5553. Ed even made me a set of keys on-the-spot. Very happy with their service! Recommend them to all in Lake Elmo, MN 55042…""}]",,"https://www.manta.com/c/mh1d029/lake-elmo-mn-locksmith-store","https://www.manta.com/c/mh1d029/lake-elmo-mn-locksmith-store","mh1d029"
"Scottsdale Towncar Service","Arizona","7389","******","http://carserviceinscottsdale.com/","[""Business Services"",""Business Services, NEC"",""Business services, nec""]","Scottsdale","United States","85255","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",33.6636428833,-111.8085021972,"unknown",2012,,,"23233 N. Pima Rd. Scottsdale Az.","Premium Town Car Service, Charters, Hotel, Airport pick up etc.","[""Extended trips"",""Local Executive style transportation"",""party supplies""]",,,"2 to 4",,,"Tod***unn***","https://www.manta.com/c/mxfrkhw/scottsdale-towncar-service","https://www.manta.com/c/mxfrkhw/scottsdale-towncar-service","mxfrkhw"
"Customized Hair","North Carolina","5999","336***283***","https://customized-hair-nc.hub.biz","[""Shopping"",""Miscellaneous Retail Stores, NEC"",""Cosmetic and Perfume Stores""]","Madison","United States","27025",,,,36.3869006302269,-79.9598661977749,"unknown",1992,,,"120 South Market Street null","Categorized under Hairdressers. Our records show it was established in 1992 and incorporated in North Carolina. Current estimates show this company has an annual revenue of 104202 and employs a staff of approximately 5.",,,"104202","5",,,"Lin***Rho***","https://www.manta.com/c/mmdmsmp/customized-hair","https://www.manta.com/c/mmdmsmp/customized-hair","mmdmsmp"
"24/7 Coin Laundry","Georgia","7212","770***886***","https://24-7-coin-laundry.business.site","[""Consumer Services"",""Garment Pressing, and Agents for Laundries and Drycleaners"",""Laundries and Dry Cleaners""]","Hampton","United States","30228",,,,33.3633688,-84.295455,"unknown",2004,,,"11196 Tara Boulevard null","Categorized under Self Service Laundries. Our records show it was established in 2004 and incorporated in Georgia. Current estimates show this company has an annual revenue of 43271 and employs a staff of approximately 2.",,,"43271","2",,,"Rya***mbr***","https://www.manta.com/c/mmdkllq/24-7-coin-laundry","https://www.manta.com/c/mmdkllq/24-7-coin-laundry","mmdkllq"
"Beck's Blades and Repair","Oklahoma","7699","******","null","[""Consumer Services"",""Repair Shops"",""Knife, saw and tool sharpening and repair""]","Tulsa","United States","74137","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",,,"NA",1990,,,,"Beck's Blades and Repair is a small, family run business that specializes in clipper blade sharpening, and clipper repair.",,"{""facebook"":""http://www.facebook.com/pages/Becks-Blades-and-Repair/341984292524413?ref=tn_tnmn""}",,"2 to 4",,,,"https://www.manta.com/c/mxfx9fp/beck-s-blades-and-repair","https://www.manta.com/c/mxfx9fp/beck-s-blades-and-repair","mxfx9fp"
"Lungerville Christian Church","Pennsylvania","8661","570***418***","null","[""Non-Profit Organizations"",""Religious Organizations"",""Churches""]","Unityville","United States","17774",,,,41.2770284812782,-76.5116715847387,"unknown",2007,,,"1700 State Route 239 null","Categorized under Churches, Temples, and Shrines. Our records show it was established in 2007 and incorporated in Pennsylvania. Current estimates show this company has an annual revenue of unknown and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,,"https://www.manta.com/c/mmyflgq/lungerville-christian-church","https://www.manta.com/c/mmyflgq/lungerville-christian-church","mmyflgq"
"Just For You, Electrolysis","New Hampshire","7231","603***390***","null","[""Consumer Services"",""Beauty Shops"",""Electrolysis and Epilatory Services""]","Woodsville","United States","03785",,,,44.1465418,-72.0310447,"Single Location",2016,,,"52 Mill Street","Categorized under Electrolysis and Epilatory Services. Our records show it was established in 2016 and incorporated in NH. Current estimates show this company has an annual revenue of 34845 and employs a staff of approximately 3.",,,"34845","3",,,"Lis***imo***","https://www.manta.com/c/mh1tdx9/just-for-you-electrolysis","https://www.manta.com/c/mh1tdx9/just-for-you-electrolysis","mh1tdx9"
"Purlife Dispensary Shelton - Louisiana & Montgomery","New Mexico","5993","(50***200***56","https://www.purlifenm.com/locations/7001-montgomery-blvd-ne","[""Shopping"",""Tobacco Stores and Stands"",""Cannabis Store""]","Albuquerque","United States","87109","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM""]","[""8:00 PM"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""8:00 PM""]",35.130844,-106.568512,"unknown",,"8:00 AM","8:00 PM","7001 Montgomery Boulevard Northeast","
At PurLife, we're passionate about the life-changing effects of marijuana. We supply quality cannabis, inspiring healthier living. Our staff in Albuquerque, Farmington, Las Cruces, and beyond ensures easy access to cannabis benefits. Our products blend quality, innovation, and experience, providing a safe and reliable choice for cannabis. We're committed to guiding customers for relief and well-being. Visit us today.",,"{""facebook"":""http://www.facebook.com/purlifenm"",""twitter"":""https://www.twitter.com/purlife_nm""}",,,,,"Sha***Gra***","https://www.manta.com/c/m1whyz5/purlife-dispensary-shelton-louisiana-montgomery","https://www.manta.com/c/m1whyz5/purlife-dispensary-shelton-louisiana-montgomery","m1whyz5"
"Geranium Tree","New York","0783","518***713***","https://www.casualset.com","[""Agriculture"",""Ornamental Shrub and Tree Services"",""Tree Services""]","Albany","United States","12203",,,,42.684249,-73.839292,"unknown",,,,"1475 Western Avenue # 19 null","Categorized under Tree Services. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"Pet***Wei***an","https://www.manta.com/c/mt5x3b5/geranium-tree","https://www.manta.com/c/mt5x3b5/geranium-tree","mt5x3b5"
"Magnum Bus Transport, LLC","Pennsylvania","4789","724***145***","null","[""Car Rental"",""Transportation Services, NEC"",""Transportation""]","Indiana","United States","15701",,,,40.586178,-79.1307054,"Single Location",2016,,,"420 Risinger Road","Categorized under Transportation. Our records show it was established in 2016 and incorporated in PA. Current estimates show this company has an annual revenue of 78486 and employs a staff of approximately 3.",,,"78486","3",,,,"https://www.manta.com/c/mhb805h/magnum-bus-transport-llc","https://www.manta.com/c/mhb805h/magnum-bus-transport-llc","mhb805h"
"Cme Group","New Jersey","7378","973***177***","http://the-cme-group.com","[""Computer Hardware"",""Computer Maintenance and Repair"",""Computer Repair Services""]","Chatham","United States","07928",,,,40.7283157,-74.3984302,"unknown",2003,,,"268 Washington Avenue null","Categorized under Computer Consultants. Our records show it was established in 2003 and incorporated in New Jersey. Current estimates show this company has an annual revenue of 103089 and employs a staff of approximately 1.",,,"103089","1",,,"Chr***oph***Eng***","https://www.manta.com/c/mmlkcqh/cme-group","https://www.manta.com/c/mmlkcqh/cme-group","mmlkcqh"
"MichaelYatesHughes Drillings oil and Gas consultant service","New York","2911","******","http://www.michaeloilandgasdrilling.com/id17.html","[""Chemical Materials"",""Petroleum Refining"",""Oils, fuel""]","manhattan","United States","10001","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",40.724153,-73.84717739999996,"unknown",,,,"69-10 Yellostone Blvd.apt.226.Forest Hills, York 11375, United States",,,,,,,,"Mic***l Y***s H******","https://www.manta.com/c/mhpsvbs/michaelyateshughes-drillings-oil-and-gas-consultant-service","https://www.manta.com/c/mhpsvbs/michaelyateshughes-drillings-oil-and-gas-consultant-service","mhpsvbs"
"Asia Focus","California","5661","626***135***","http://www1.tallmanshoes.com?backfill=0&domainname=0&searchbox=0&subid4=627dddb637b9efb8c8379cf1","[""Shopping"",""Shoe Stores"",""Shoe Stores""]","South El Monte","United States","91733",,,,34.048843,-118.05309,"unknown",2009,,,"9900 Hayward Way null","Categorized under Footwear, Athletic. Our records show it was established in 2009 and incorporated in CA. Current estimates show this company has an annual revenue of 333836 and employs a staff of approximately 17.",,,"333836","17",,,"Yu ***n","https://www.manta.com/c/mw21qy7/asia-focus","https://www.manta.com/c/mw21qy7/asia-focus","mw21qy7"
"Hessler LLC","North Carolina","4222","252***506***","null","[""Storage"",""Refrigerated Warehousing and Storage"",""Refrigerated Warehousing and Storage""]","Henderson","United States","27537",,,,36.36,-78.3906,"Single Location",,,,"860 Commerce Drive","Categorized under Refrigerated Warehousing and Storage. Current estimates show this company has an annual revenue of 500000 and employs a staff of approximately 1.",,,"500000","1",,,"Thi***Hes***r","https://www.manta.com/c/mr4wz0l/hessler-llc","https://www.manta.com/c/mr4wz0l/hessler-llc","mr4wz0l"
"Washing Machine Repair Southampton, NY","New York","7629","631***760***","http://refrigeratorrepair.xyz/Southampton-NY/","[""Electronics and Home Appliances"",""Electronic Repair"",""Electrical household appliance repair""]","Southampton","United States","11968","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]","[""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM"",""12:00 AM""]",40.883204,-72.39153069999999,"unknown",2009,"12:00 AM","12:00 AM","62 Jobs Ln","Washing Machine Repair Southampton, NY
We believe Washing Machine Repair Southampton, NY is the #1 choice for appliance repair in Southampton, NY. We stand by our service. Our office is in Southampton and we will always attempt to accommodate same-day repair for homes in Southampton, NY. We live here and want the absolute best for residents and the surrounding community. Each one of our experienced technicians can fix and troubleshoot all types of residential appliances. A polite, certified and experienced technician will come to your house. That is our guarantee to our customers! Washing Machine Repair Southampton, NY specializes in professional appliance repair in Southampton, NY. Our certified technicians can fix the most popular brands and all types of home appliances. Customers in Southampton, NY can trust us to come to your home on schedule and receive the best service and immediate results. Why wait? You don’t have to go one more minute with a broken appliance in your house! Washing Machine Repair Southampton, NY is available to repair most problems on standard types of refrigerators – includes industrial models, side-by-side and stand-alone. Our professional repairmen participate in on-going education to troubleshoot and repair cooling problems, broken ice makers, condensation issues, water puddles and leaks, lighting, digital panels, smart synchronization, and several other problems. Washing Machine Repair Southampton, NY provides service for every type of issue on residential washing machines and dryers. Our technicians fix defects associated with vibration, agitation, grinding sounds, door closure, draining and other typical issues. You can rely on our repairmen to wrap up the job within the first appointment and to restore your appliance to its original condition. Washing Machine Repair Southampton, NY provides dishwasher repair service in Southampton, NY We diagnose and fix more dishwashers in a week than any other household appliance. That’s right! We can fix most types of problems that lead to unpleasant odors, cloudy glassware, loud sounds, agitation, draining problems, burning, dripping water and many more. Washing Machine Repair Southampton, NY is trained in repairing ovens, stoves and ranges – includes industrial units for commercial establishments. Repairmen have professional tools and on-the-job training to repair burners, doors, control panels, heating coils and ventilation on electric and gas models. Our oven repair features a satisfaction guarantee on manufacturer parts","[""Appliance Repair Service"",""microwave repair service"",""dryer repair service"",""Appliance Parts store""]",,,,,,"ssi***nkn***","https://www.manta.com/c/mkcpxh8/washing-machine-repair-southampton-ny","https://www.manta.com/c/mkcpxh8/washing-machine-repair-southampton-ny","mkcpxh8"
"131 East 66th Street Corporation","New York","6531","212***121***","http://www.helmsleytrust.org","[""Real Estate"",""Real Estate Agents and Managers"",""Real Estate""]","New York","United States","10065",,,,40.766598,-73.9647456,"Single Location",1992,,,"131 East 66th Street","Categorized under Real Estate. Our records show it was established in 1992 and incorporated in NY. Current estimates show this company has an annual revenue of 1172410 and employs a staff of approximately 13.",,,"1172410","13",,,"Bro***Har*** St******","https://www.manta.com/c/mmsf5jb/131-east-66th-street-corporation","https://www.manta.com/c/mmsf5jb/131-east-66th-street-corporation","mmsf5jb"
"Fort Worth Roofing Repair Team","Texas","1761","682***637***","https://www.fortworthtxroofrepair.com","[""Construction"",""Roofing, Siding, and Sheet Metal Work"",""Roofing contractor""]","Fort Worth","United States","76133","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM""]","[""CLOSED"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""8:00 PM"",""4:00 PM""]",,,"unknown",2011,"8:00 AM","8:00 PM",,"
In need of roof repair in Fort Worth, TX? Your search ends here! We are your trusted roofing contractor, specializing in top-quality roof repair solutions. We address everything from minor repairs to complete roof overhauls. Using high-quality materials and efficient techniques, we ensure a secure and durable roof for your property. Customer satisfaction is our priority, and we strive to deliver exceptional results. Contact us now for expert Fort Worth, TX roof repair services you can rely on.",,,,,,,,"https://www.manta.com/c/m1wwqr4/fort-worth-roofing-repair-team","https://www.manta.com/c/m1wwqr4/fort-worth-roofing-repair-team","m1wwqr4"
"homedepot","New Mexico","5999","575***1-1***","null","[""Shopping"",""Miscellaneous Retail Stores, NEC"",""Miscellaneous retail stores, nec""]","Las Cruces","United States","88011","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,""6:00 AM"",""6:00 AM"",""6:00 AM"",""6:00 AM"",""6:00 AM"",null]","[null,""6:00 PM"",""6:00 PM"",""6:00 PM"",""6:00 PM"",""8:00 PM"",null]",32.31649,-106.74717,"NA",2009,"6:00 AM","6:00 PM","225 telshor blvd","pro desk pasa
retail","[""sale of matterial""]",,,"1,000 to 4,999",2,"[{""date"":""2013-04-05T16:54:56.000Z"",""name"":""Ed R***a"",""rating"":5,""text"":""Great job!!""},{""date"":""2012-12-03T23:50:14.000Z"",""name"":""anthony n*****i"",""rating"":5,""text"":""they always have what i need and great prices""}]","mar***rio***","https://www.manta.com/c/mvr2t58/homedepot","https://www.manta.com/c/mvr2t58/homedepot","mvr2t58"
"Swordmoon Productions","Illinois","7822","708***248***","null","[""Media"",""Video Stores"",""Motion Picture and Tape Distributors""]","Forest Park","United States","60130",,,,41.8714973,-87.8142765,"Single Location",2010,,,"815 Lathrop Avenue","Categorized under Motion Picture and Tape Distributors. Our records show it was established in 2010 and incorporated in Illinois. Current estimates show this company has an annual revenue of 95000 and employs a staff of approximately 2.",,,"95000","2",,,,"https://www.manta.com/c/mr5n0gg/swordmoon-productions","https://www.manta.com/c/mr5n0gg/swordmoon-productions","mr5n0gg"
"TaxHelpers – Tax Attorney in San Jose","California","8111","(40***609***20","https://taxhelpers.com/tax-attorney-san-jose-ca/","[""Legal"",""Legal Services"",""General practice law office""]","San Jose","United States","95134","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""9:00 AM"",""CLOSED""]","[""CLOSED"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""5:00 PM"",""CLOSED""]",37.3959081,-121.9282788,"unknown",,"9:00 AM","5:00 PM","2880 Zanker Rd #203","TaxHelpers in San Jose provides experienced legal assistance for individuals and businesses facing tax issues, including IRS disputes, back taxes, wage garnishments, and more.
TaxHelpers is a San Jose-based tax law firm offering expert legal representation to clients dealing with IRS and California state tax issues. Since 1997, their experienced attorneys have helped individuals and businesses resolve matters such as back taxes, tax liens, wage garnishments, audits, and penalties.

Their services cover a wide range of tax-related challenges, including:

Filing and settling back taxes
Stopping wage garnishments
Resolving tax liens and audits
Navigating Offer in Compromise (OIC)
Handling payroll tax problems and IRS harassment
Providing tax relief and bankruptcy consultation
TaxHelpers also offers specialized assistance for cryptocurrency tax issues, helping clients with audit defense, amended filings, and compliance.

Whether facing financial hardship, personal challenges like illness or divorce, or business decline, TaxHelpers provides confidential consultations and customized tax resolution strategies.",,,,,,,"PK ***mon***","https://www.manta.com/c/m1xkv0k/taxhelpers-tax-attorney-in-san-jose","https://www.manta.com/c/m1xkv0k/taxhelpers-tax-attorney-in-san-jose","m1xkv0k"
